*******************************************
วิธีการอ่าน  INDEX ของฐานข้อมูล LOTUS

ชุดข้อมูล	ลำดับที่	เลขที่ประโยค (ใช้อ้างอิงประกอบกับ XXsen.txt)
Pa041	001	pd021 
Pa041	002	pd045 
Pa041	003	pd069 
Pa041	004	pd093 
Pa041	005	pd117 
Pa041	006	pd155 
Pa041	007	pd203 
Pa041	008	pd247 
Pa041	009	pd293 
Pa041	010	pd339 
Pa041	011	pd385 
Pa041	012	pd429 
Pa041	013	pd475 
Pa041	014	pd520 
Pa041	015	pd564 
Pa041	016	pd610 
Pa041	017	pd657 
Pa041	018	pd703 
Pa041	019	pd749 
Pa041	020	pd795 
Pa041	021	pd167 
Pa041	022	pd216 
Pa041	023	pd269 
Pa041	024	pd317 
Pa041	025	pd367 
Pa041	026	pd417 
Pa041	027	pd469 
Pa041	028	pd519 
Pa041	029	pd572 
Pa041	030	pd623 
Pa041	031	pd671 
Pa041	032	pd722 
Pa041	033	pd772 
Pa041	034	pd020 
Pa041	035	pd068 
Pa042	001	pd021 
Pa042	002	pd045 
Pa042	003	pd069 
Pa042	004	pd093 
Pa042	005	pd117 
Pa042	006	pd156 
Pa042	007	pd204 
Pa042	008	pd247 
Pa042	009	pd294 
Pa042	010	pd340 
Pa042	011	pd386 
Pa042	012	pd430 
Pa042	013	pd476 
Pa042	014	pd521 
Pa042	015	pd565 
Pa042	016	pd611 
Pa042	017	pd658 
Pa042	018	pd704 
Pa042	019	pd750 
Pa042	020	pd795 
Pa042	021	pd168 
Pa042	022	pd217 
Pa042	023	pd270 
Pa042	024	pd318 
Pa042	025	pd368 
Pa042	026	pd418 
Pa042	027	pd470 
Pa042	028	pd522 
Pa042	029	pd573 
Pa042	030	pd624 
Pa042	031	pd672 
Pa042	032	pd723 
Pa042	033	pd773 
Pa042	034	pd022 
Pa042	035	pd070 
Pa043	001	pd022 
Pa043	002	pd046 
Pa043	003	pd070 
Pa043	004	pd094 
Pa043	005	pd118 
Pa043	006	pd157 
Pa043	007	pd205 
Pa043	008	pd248 
Pa043	009	pd295 
Pa043	010	pd341 
Pa043	011	pd387 
Pa043	012	pd431 
Pa043	013	pd477 
Pa043	014	pd521 
Pa043	015	pd566 
Pa043	016	pd612 
Pa043	017	pd659 
Pa043	018	pd705 
Pa043	019	pd751 
Pa043	020	pd796 
Pa043	021	pd169 
Pa043	022	pd218 
Pa043	023	pd271 
Pa043	024	pd319 
Pa043	025	pd369 
Pa043	026	pd419 
Pa043	027	pd471 
Pa043	028	pd523 
Pa043	029	pd574 
Pa043	030	pd625 
Pa043	031	pd672 
Pa043	032	pd724 
Pa043	033	pd774 
Pa043	034	pd023 
Pa043	035	pd071
Pa044	001	pd022 
Pa044	002	pd046 
Pa044	003	pd070 
Pa044	004	pd094 
Pa044	005	pd118 
Pa044	006	pd158 
Pa044	007	pd206 
Pa044	008	pd248 
Pa044	009	pd296 
Pa044	010	pd342 
Pa044	011	pd388 
Pa044	012	pd432 
Pa044	013	pd478 
Pa044	014	pd522 
Pa044	015	pd567 
Pa044	016	pd613 
Pa044	017	pd660 
Pa044	018	pd706 
Pa044	019	pd752 
Pa044	020	pd797 
Pa044	021	pd170 
Pa044	022	pd219 
Pa044	023	pd272 
Pa044	024	pd320 
Pa044	025	pd370 
Pa044	026	pd420 
Pa044	027	pd472 
Pa044	028	pd524 
Pa044	029	pd575 
Pa044	030	pd626 
Pa044	031	pd674 
Pa044	032	pd725 
Pa044	033	pd775 
Pa044	034	pd024 
Pa044	035	pd072 
Pa045	001	pd023 
Pa045	002	pd047 
Pa045	003	pd071 
Pa045	004	pd095 
Pa045	005	pd119 
Pa045	006	pd159 
Pa045	007	pd207 
Pa045	008	pd249 
Pa045	009	pd297 
Pa045	010	pd343 
Pa045	011	pd389 
Pa045	012	pd433 
Pa045	013	pd478 
Pa045	014	pd523 
Pa045	015	pd568 
Pa045	016	pd614 
Pa045	017	pd661 
Pa045	018	pd708 
Pa045	019	pd752 
Pa045	020	pd798 
Pa045	021	pd171 
Pa045	022	pd220 
Pa045	023	pd273 
Pa045	024	pd321 
Pa045	025	pd371 
Pa045	026	pd422 
Pa045	027	pd473 
Pa045	028	pd525 
Pa045	029	pd576 
Pa045	030	pd627 
Pa045	031	pd675 
Pa045	032	pd726 
Pa045	033	pd776 
Pa045	034	pd025 
Pa045	035	pd073
Pa046	001	pd023 
Pa046	002	pd047 
Pa046	003	pd071 
Pa046	004	pd095 
Pa046	005	pd119 
Pa046	006	pd160 
Pa046	007	pd208 
Pa046	008	pd250 
Pa046	009	pd297 
Pa046	010	pd344 
Pa046	011	pd390 
Pa046	012	pd434 
Pa046	013	pd479 
Pa046	014	pd524 
Pa046	015	pd569 
Pa046	016	pd615 
Pa046	017	pd662 
Pa046	018	pd708 
Pa046	019	pd753 
Pa046	020	pd799 
Pa046	021	pd172 
Pa046	022	pd221 
Pa046	023	pd274 
Pa046	024	pd322 
Pa046	025	pd372 
Pa046	026	pd423 
Pa046	027	pd474 
Pa046	028	pd526 
Pa046	029	pd577 
Pa046	030	pd628 
Pa046	031	pd676 
Pa046	032	pd727 
Pa046	033	pd777 
Pa046	034	pd026 
Pa046	035	pd074 
Pa047	001	pd024 
Pa047	002	pd048 
Pa047	003	pd072 
Pa047	004	pd096 
Pa047	005	pd120 
Pa047	006	pd161 
Pa047	007	pd209 
Pa047	008	pd251 
Pa047	009	pd298 
Pa047	010	pd345 
Pa047	011	pd391 
Pa047	012	pd435 
Pa047	013	pd480 
Pa047	014	pd525 
Pa047	015	pd570 
Pa047	016	pd616 
Pa047	017	pd663 
Pa047	018	pd709 
Pa047	019	pd754 
Pa047	020	pd800 
Pa047	021	pd173 
Pa047	022	pd222 
Pa047	023	pd275 
Pa047	024	pd323 
Pa047	025	pd373 
Pa047	026	pd424 
Pa047	027	pd475 
Pa047	028	pd527 
Pa047	029	pd578 
Pa047	030	pd629 
Pa047	031	pd677 
Pa047	032	pd728 
Pa047	033	pd778 
Pa047	034	pd027 
Pa047	035	pd075 
Pa048	001	pd024 
Pa048	002	pd048 
Pa048	003	pd072 
Pa048	004	pd096 
Pa048	005	pd120 
Pa048	006	pd162 
Pa048	007	pd210 
Pa048	008	pd252 
Pa048	009	pd299 
Pa048	010	pd346 
Pa048	011	pd392 
Pa048	012	pd436 
Pa048	013	pd481 
Pa048	014	pd526 
Pa048	015	pd571 
Pa048	016	pd616 
Pa048	017	pd664 
Pa048	018	pd710 
Pa048	019	pd755 
Pa048	020	pd801 
Pa048	021	pd174 
Pa048	022	pd224 
Pa048	023	pd276 
Pa048	024	pd324 
Pa048	025	pd374 
Pa048	026	pd425 
Pa048	027	pd476 
Pa048	028	pd528 
Pa048	029	pd579 
Pa048	030	pd630 
Pa048	031	pd678 
Pa048	032	pd729 
Pa048	033	pd779 
Pa048	034	pd028 
Pa048	035	pd076 
Ta001	001	tr1136
Ta001	002	tr2092
Ta001	003	tr0319
Ta001	004	tr2338
Ta001	005	tr2257
Ta001	006	tr2250
Ta001	007	tr2181
Ta001	008	tr2248
Ta001	009	tr2782
Ta001	010	tr1196
Ta001	011	tr1333
Ta001	012	tr0627
Ta001	013	tr1560
Ta001	014	tr0811
Ta001	015	tr0207
Ta001	016	tr0251
Ta001	017	tr0188
Ta001	018	tr1138
Ta001	019	tr2946
Ta001	020	tr2083
Ta001	021	tr1020
Ta001	022	tr0372
Ta001	023	tr1822
Ta001	024	tr0844
Ta001	025	tr1036
Ta001	026	tr0941
Ta001	027	tr0726
Ta001	028	tr1314
Ta001	029	tr2146
Ta001	030	tr0049
Ta001	031	tr1488
Ta001	032	tr2199
Ta001	033	tr3004
Ta001	034	tr0762
Ta001	035	tr1152
Ta001	036	tr2398
Ta001	037	tr2333
Ta001	038	tr2499
Ta001	039	tr1735
Ta001	040	tr2987
Ta001	041	tr2420
Ta001	042	tr0183
Ta001	043	tr0212
Ta001	044	tr2591
Ta001	045	tr1237
Ta001	046	tr1965
Ta001	047	tr2673
Ta001	048	tr1512
Ta001	049	tr2432
Ta001	050	tr2574
Ta001	051	tr2286
Ta001	052	tr0243
Ta001	053	tr1642
Ta001	054	tr2153
Ta001	055	tr0011
Ta001	056	tr2832
Ta001	057	tr0292
Ta001	058	tr0145
Ta001	059	tr1210
Ta001	060	tr0297
Ta001	061	tr2851
Ta001	062	tr2405
Ta001	063	tr0244
Ta001	064	tr1065
Ta001	065	tr1976
Ta001	066	tr0635
Ta001	067	tr0351
Ta001	068	tr0003
Ta001	069	tr1362
Ta001	070	tr2654
Ta001	071	tr2374
Ta001	072	tr2471
Ta001	073	tr0633
Ta001	074	tr0144
Ta001	075	tr0282
Ta001	076	tr2619
Ta001	077	tr2827
Ta001	078	tr0427
Ta001	079	tr2175
Ta001	080	tr1183
Ta001	081	tr2959
Ta001	082	tr2919
Ta001	083	tr2963
Ta001	084	tr2926
Ta001	085	tr2220
Ta001	086	tr1966
Ta001	087	tr1984
Ta001	088	tr2308
Ta001	089	tr1213
Ta001	090	tr2137
Ta001	091	tr1496
Ta001	092	tr0970
Ta001	093	tr1203
Ta001	094	tr0604
Ta001	095	tr1946
Ta001	096	tr0709
Ta001	097	tr1374
Ta001	098	tr2984
Ta001	099	tr0560
Ta001	100	tr0799
Ta001	101	tr2392
Ta001	102	tr0502
Ta001	103	tr0348
Ta001	104	tr1207
Ta001	105	tr0164
Ta001	106	tr1232
Ta001	107	tr0474
Ta001	108	tr0081
Ta001	109	tr1867
Ta001	110	tr0167
Ta001	111	tr2082
Ta001	112	tr0979
Ta001	113	tr1575
Ta001	114	tr2164
Ta001	115	tr1638
Ta001	116	tr2419
Ta001	117	tr1313
Ta001	118	tr1276
Ta001	119	tr2311
Ta001	120	tr1701
Ta001	121	tr2667
Ta001	122	tr0002
Ta001	123	tr1699
Ta001	124	tr0512
Ta001	125	tr0431
Ta001	126	tr0857
Ta002	001	tr2977
Ta002	002	tr1668
Ta002	003	tr2736
Ta002	004	tr2354
Ta002	005	tr2892
Ta002	006	tr2804
Ta002	007	tr1975
Ta002	008	tr2717
Ta002	009	tr2227
Ta002	010	tr0760
Ta002	011	tr2442
Ta002	012	tr1493
Ta002	013	tr0679
Ta002	014	tr1353
Ta002	015	tr1042
Ta002	016	tr0995
Ta002	017	tr1169
Ta002	018	tr0618
Ta002	019	tr2797
Ta002	020	tr2159
Ta002	021	tr2506
Ta002	022	tr1194
Ta002	023	tr1099
Ta002	024	tr1762
Ta002	025	tr1452
Ta002	026	tr2459
Ta002	027	tr0563
Ta002	028	tr0940
Ta002	029	tr0730
Ta002	030	tr1305
Ta002	031	tr0862
Ta002	032	tr2252
Ta002	033	tr2187
Ta002	034	tr0110
Ta002	035	tr0423
Ta002	036	tr1655
Ta002	037	tr0205
Ta002	038	tr2564
Ta002	039	tr2088
Ta002	040	tr2409
Ta002	041	tr2171
Ta002	042	tr0277
Ta002	043	tr0231
Ta002	044	tr0826
Ta002	045	tr1482
Ta002	046	tr0562
Ta002	047	tr1887
Ta002	048	tr2364
Ta002	049	tr0096
Ta002	050	tr2924
Ta002	051	tr1934
Ta002	052	tr0750
Ta002	053	tr2318
Ta002	054	tr0927
Ta002	055	tr2170
Ta002	056	tr0098
Ta002	057	tr1994
Ta002	058	tr0555
Ta002	059	tr1399
Ta002	060	tr1869
Ta002	061	tr0083
Ta002	062	tr2887
Ta002	063	tr0227
Ta002	064	tr0099
Ta002	065	tr1230
Ta002	066	tr2462
Ta002	067	tr1409
Ta002	068	tr2857
Ta002	069	tr1337
Ta002	070	tr0644
Ta002	071	tr0945
Ta002	072	tr2965
Ta002	073	tr2586
Ta002	074	tr1951
Ta002	075	tr2303
Ta002	076	tr2528
Ta002	077	tr0616
Ta002	078	tr1622
Ta002	079	tr1801
Ta002	080	tr0072
Ta002	081	tr1046
Ta002	082	tr2691
Ta002	083	tr2513
Ta002	084	tr0547
Ta002	085	tr1119
Ta002	086	tr2686
Ta002	087	tr1231
Ta002	088	tr0479
Ta002	089	tr1796
Ta002	090	tr0798
Ta002	091	tr2066
Ta002	092	tr0710
Ta002	093	tr0822
Ta002	094	tr2402
Ta002	095	tr0696
Ta002	096	tr2842
Ta002	097	tr0290
Ta002	098	tr1127
Ta002	099	tr1627
Ta002	100	tr2895
Ta002	101	tr1648
Ta002	102	tr2165
Ta002	103	tr2602
Ta002	104	tr2288
Ta002	105	tr2046
Ta002	106	tr0120
Ta002	107	tr0435
Ta002	108	tr2231
Ta002	109	tr1889
Ta002	110	tr1677
Ta002	111	tr1902
Ta002	112	tr1357
Ta002	113	tr1773
Ta002	114	tr0914
Ta002	115	tr0861
Ta002	116	tr0921
Ta002	117	tr2532
Ta002	118	tr0994
Ta002	119	tr1827
Ta002	120	tr2907
Ta002	121	tr1826
Ta002	122	tr1316
Ta002	123	tr0606
Ta002	124	tr1517
Ta002	125	tr1515
Ta002	126	tr1091
Ta003	001	tr0521
Ta003	002	tr0342
Ta003	003	tr0895
Ta003	004	tr1185
Ta003	005	tr1656
Ta003	006	tr1568
Ta003	007	tr2811
Ta003	008	tr2117
Ta003	009	tr1312
Ta003	010	tr1562
Ta003	011	tr0529
Ta003	012	tr1145
Ta003	013	tr1420
Ta003	014	tr1009
Ta003	015	tr1096
Ta003	016	tr2480
Ta003	017	tr1408
Ta003	018	tr0911
Ta003	019	tr2825
Ta003	020	tr1097
Ta003	021	tr0924
Ta003	022	tr2457
Ta003	023	tr0261
Ta003	024	tr3000
Ta003	025	tr0434
Ta003	026	tr1077
Ta003	027	tr1200
Ta003	028	tr2541
Ta003	029	tr2522
Ta003	030	tr0725
Ta003	031	tr2694
Ta003	032	tr0032
Ta003	033	tr1108
Ta003	034	tr1947
Ta003	035	tr1269
Ta003	036	tr2587
Ta003	037	tr1885
Ta003	038	tr2216
Ta003	039	tr1847
Ta003	040	tr0983
Ta003	041	tr1023
Ta003	042	tr0835
Ta003	043	tr2589
Ta003	044	tr2504
Ta003	045	tr0938
Ta003	046	tr0468
Ta003	047	tr2497
Ta003	048	tr2806
Ta003	049	tr1129
Ta003	050	tr2925
Ta003	051	tr1369
Ta003	052	tr0889
Ta003	053	tr1799
Ta003	054	tr0965
Ta003	055	tr2759
Ta003	056	tr1703
Ta003	057	tr1819
Ta003	058	tr1381
Ta003	059	tr1251
Ta003	060	tr2147
Ta003	061	tr1189
Ta003	062	tr2699
Ta003	063	tr0907
Ta003	064	tr0076
Ta003	065	tr1417
Ta003	066	tr2293
Ta003	067	tr2559
Ta003	068	tr1394
Ta003	069	tr1356
Ta003	070	tr2356
Ta003	071	tr0192
Ta003	072	tr1652
Ta003	073	tr1876
Ta003	074	tr2705
Ta003	075	tr2319
Ta003	076	tr1836
Ta003	077	tr0380
Ta003	078	tr0532
Ta003	079	tr2307
Ta003	080	tr0650
Ta003	081	tr0117
Ta003	082	tr2016
Ta003	083	tr1345
Ta003	084	tr0632
Ta003	085	tr1267
Ta003	086	tr1545
Ta003	087	tr2383
Ta003	088	tr2600
Ta003	089	tr1542
Ta003	090	tr2671
Ta003	091	tr0317
Ta003	092	tr0500
Ta003	093	tr0065
Ta003	094	tr0648
Ta003	095	tr2985
Ta003	096	tr1307
Ta003	097	tr1918
Ta003	098	tr1157
Ta003	099	tr0637
Ta003	100	tr2099
Ta003	101	tr0027
Ta003	102	tr2240
Ta003	103	tr0399
Ta003	104	tr0819
Ta003	105	tr1487
Ta003	106	tr0981
Ta003	107	tr0257
Ta003	108	tr1461
Ta003	109	tr2410
Ta003	110	tr1754
Ta003	111	tr1594
Ta003	112	tr0514
Ta003	113	tr2267
Ta003	114	tr0810
Ta003	115	tr0698
Ta003	116	tr1414
Ta003	117	tr2637
Ta003	118	tr1419
Ta003	119	tr0955
Ta003	120	tr0379
Ta003	121	tr0483
Ta003	122	tr0187
Ta003	123	tr1087
Ta003	124	tr1424
Ta003	125	tr2069
Ta003	126	tr1858
Ta004	001	tr0770
Ta004	002	tr1215
Ta004	003	tr2370
Ta004	004	tr0494
Ta004	005	tr2906
Ta004	006	tr1824
Ta004	007	tr2472
Ta004	008	tr2236
Ta004	009	tr0382
Ta004	010	tr1458
Ta004	011	tr1114
Ta004	012	tr1258
Ta004	013	tr0222
Ta004	014	tr0711
Ta004	015	tr1497
Ta004	016	tr0397
Ta004	017	tr1842
Ta004	018	tr1614
Ta004	019	tr2001
Ta004	020	tr2070
Ta004	021	tr2956
Ta004	022	tr0152
Ta004	023	tr0274
Ta004	024	tr2008
Ta004	025	tr2207
Ta004	026	tr2399
Ta004	027	tr0601
Ta004	028	tr0729
Ta004	029	tr2565
Ta004	030	tr0375
Ta004	031	tr1904
Ta004	032	tr1366
Ta004	033	tr2652
Ta004	034	tr0070
Ta004	035	tr1141
Ta004	036	tr2350
Ta004	037	tr1605
Ta004	038	tr0923
Ta004	039	tr0820
Ta004	040	tr0475
Ta004	041	tr0446
Ta004	042	tr2661
Ta004	043	tr2983
Ta004	044	tr2335
Ta004	045	tr2025
Ta004	046	tr1195
Ta004	047	tr0713
Ta004	048	tr0203
Ta004	049	tr2737
Ta004	050	tr2622
Ta004	051	tr0237
Ta004	052	tr0444
Ta004	053	tr1282
Ta004	054	tr2655
Ta004	055	tr0771
Ta004	056	tr2577
Ta004	057	tr1025
Ta004	058	tr0376
Ta004	059	tr1315
Ta004	060	tr0097
Ta004	061	tr2953
Ta004	062	tr0568
Ta004	063	tr1511
Ta004	064	tr2650
Ta004	065	tr2255
Ta004	066	tr0302
Ta004	067	tr0593
Ta004	068	tr2563
Ta004	069	tr1478
Ta004	070	tr1062
Ta004	071	tr1014
Ta004	072	tr1095
Ta004	073	tr1671
Ta004	074	tr0626
Ta004	075	tr0472
Ta004	076	tr2262
Ta004	077	tr0755
Ta004	078	tr1011
Ta004	079	tr2715
Ta004	080	tr0899
Ta004	081	tr1275
Ta004	082	tr0549
Ta004	083	tr1630
Ta004	084	tr1170
Ta004	085	tr0645
Ta004	086	tr2931
Ta004	087	tr2991
Ta004	088	tr2188
Ta004	089	tr0775
Ta004	090	tr1964
Ta004	091	tr0473
Ta004	092	tr1347
Ta004	093	tr0405
Ta004	094	tr1692
Ta004	095	tr2511
Ta004	096	tr0159
Ta004	097	tr0759
Ta004	098	tr0638
Ta004	099	tr1873
Ta004	100	tr1589
Ta004	101	tr2268
Ta004	102	tr2105
Ta004	103	tr1613
Ta004	104	tr0887
Ta004	105	tr2254
Ta004	106	tr0064
Ta004	107	tr0540
Ta004	108	tr2155
Ta004	109	tr1120
Ta004	110	tr2434
Ta004	111	tr0599
Ta004	112	tr1252
Ta004	113	tr1432
Ta004	114	tr1896
Ta004	115	tr2375
Ta004	116	tr0028
Ta004	117	tr2537
Ta004	118	tr0194
Ta004	119	tr1932
Ta004	120	tr2352
Ta004	121	tr2803
Ta004	122	tr2821
Ta004	123	tr0829
Ta004	124	tr0607
Ta004	125	tr0890
Ta004	126	tr1540
Ta005	001	tr0646
Ta005	002	tr0824
Ta005	003	tr0462
Ta005	004	tr0789
Ta005	005	tr2071
Ta005	006	tr1111
Ta005	007	tr2660
Ta005	008	tr0848
Ta005	009	tr0946
Ta005	010	tr2172
Ta005	011	tr1526
Ta005	012	tr0499
Ta005	013	tr1900
Ta005	014	tr0082
Ta005	015	tr0429
Ta005	016	tr2148
Ta005	017	tr2211
Ta005	018	tr1412
Ta005	019	tr0012
Ta005	020	tr1123
Ta005	021	tr0551
Ta005	022	tr1835
Ta005	023	tr2065
Ta005	024	tr2853
Ta005	025	tr0777
Ta005	026	tr0185
Ta005	027	tr2937
Ta005	028	tr2089
Ta005	029	tr0266
Ta005	030	tr2208
Ta005	031	tr1714
Ta005	032	tr2109
Ta005	033	tr1301
Ta005	034	tr1795
Ta005	035	tr0493
Ta005	036	tr0818
Ta005	037	tr0508
Ta005	038	tr1914
Ta005	039	tr1069
Ta005	040	tr2389
Ta005	041	tr1383
Ta005	042	tr0355
Ta005	043	tr1531
Ta005	044	tr1678
Ta005	045	tr1942
Ta005	046	tr2259
Ta005	047	tr2185
Ta005	048	tr1534
Ta005	049	tr1421
Ta005	050	tr0286
Ta005	051	tr0396
Ta005	052	tr0267
Ta005	053	tr0422
Ta005	054	tr0284
Ta005	055	tr1851
Ta005	056	tr2463
Ta005	057	tr0428
Ta005	058	tr0390
Ta005	059	tr1005
Ta005	060	tr0990
Ta005	061	tr1803
Ta005	062	tr0944
Ta005	063	tr0238
Ta005	064	tr0449
Ta005	065	tr0800
Ta005	066	tr2858
Ta005	067	tr1745
Ta005	068	tr1999
Ta005	069	tr1584
Ta005	070	tr2130
Ta005	071	tr1259
Ta005	072	tr1249
Ta005	073	tr0996
Ta005	074	tr0628
Ta005	075	tr1859
Ta005	076	tr2501
Ta005	077	tr0950
Ta005	078	tr0158
Ta005	079	tr0055
Ta005	080	tr1084
Ta005	081	tr0140
Ta005	082	tr1476
Ta005	083	tr2344
Ta005	084	tr2179
Ta005	085	tr1059
Ta005	086	tr0114
Ta005	087	tr1685
Ta005	088	tr1640
Ta005	089	tr0778
Ta005	090	tr1334
Ta005	091	tr1131
Ta005	092	tr1176
Ta005	093	tr1811
Ta005	094	tr0100
Ta005	095	tr2845
Ta005	096	tr0501
Ta005	097	tr2251
Ta005	098	tr2263
Ta005	099	tr1864
Ta005	100	tr2634
Ta005	101	tr1044
Ta005	102	tr1645
Ta005	103	tr2306
Ta005	104	tr1160
Ta005	105	tr1110
Ta005	106	tr0059
Ta005	107	tr1550
Ta005	108	tr2115
Ta005	109	tr1156
Ta005	110	tr2968
Ta005	111	tr1910
Ta005	112	tr0349
Ta005	113	tr1197
Ta005	114	tr2488
Ta005	115	tr1317
Ta005	116	tr0122
Ta005	117	tr1310
Ta005	118	tr2712
Ta005	119	tr0870
Ta005	120	tr2265
Ta005	121	tr0962
Ta005	122	tr1967
Ta005	123	tr0425
Ta005	124	tr2901
Ta005	125	tr0278
Ta005	126	tr2134
Ta006	001	tr1359
Ta006	002	tr0196
Ta006	003	tr1440
Ta006	004	tr0669
Ta006	005	tr0495
Ta006	006	tr0160
Ta006	007	tr0536
Ta006	008	tr0464
Ta006	009	tr1716
Ta006	010	tr1813
Ta006	011	tr2981
Ta006	012	tr1142
Ta006	013	tr0830
Ta006	014	tr2415
Ta006	015	tr2964
Ta006	016	tr2195
Ta006	017	tr2668
Ta006	018	tr1068
Ta006	019	tr0831
Ta006	020	tr1809
Ta006	021	tr2144
Ta006	022	tr2633
Ta006	023	tr0881
Ta006	024	tr0860
Ta006	025	tr0442
Ta006	026	tr1290
Ta006	027	tr1772
Ta006	028	tr0712
Ta006	029	tr1464
Ta006	030	tr2714
Ta006	031	tr1751
Ta006	032	tr1216
Ta006	033	tr2799
Ta006	034	tr0130
Ta006	035	tr2474
Ta006	036	tr2178
Ta006	037	tr0276
Ta006	038	tr1298
Ta006	039	tr2421
Ta006	040	tr1770
Ta006	041	tr0791
Ta006	042	tr0684
Ta006	043	tr0313
Ta006	044	tr0834
Ta006	045	tr2535
Ta006	046	tr2230
Ta006	047	tr0597
Ta006	048	tr2719
Ta006	049	tr0211
Ta006	050	tr0383
Ta006	051	tr2852
Ta006	052	tr1690
Ta006	053	tr1300
Ta006	054	tr0541
Ta006	055	tr0569
Ta006	056	tr1218
Ta006	057	tr2106
Ta006	058	tr1654
Ta006	059	tr1882
Ta006	060	tr2917
Ta006	061	tr1821
Ta006	062	tr0790
Ta006	063	tr2868
Ta006	064	tr0199
Ta006	065	tr0556
Ta006	066	tr1955
Ta006	067	tr2411
Ta006	068	tr1061
Ta006	069	tr1364
Ta006	070	tr2061
Ta006	071	tr1320
Ta006	072	tr0430
Ta006	073	tr2909
Ta006	074	tr0325
Ta006	075	tr2184
Ta006	076	tr2546
Ta006	077	tr1689
Ta006	078	tr1192
Ta006	079	tr0235
Ta006	080	tr1304
Ta006	081	tr0548
Ta006	082	tr0412
Ta006	083	tr1933
Ta006	084	tr2784
Ta006	085	tr2716
Ta006	086	tr0229
Ta006	087	tr2113
Ta006	088	tr0105
Ta006	089	tr1928
Ta006	090	tr2331
Ta006	091	tr0008
Ta006	092	tr1180
Ta006	093	tr2999
Ta006	094	tr0275
Ta006	095	tr0150
Ta006	096	tr1597
Ta006	097	tr0598
Ta006	098	tr1100
Ta006	099	tr2261
Ta006	100	tr0452
Ta006	101	tr1340
Ta006	102	tr0780
Ta006	103	tr1989
Ta006	104	tr1107
Ta006	105	tr2445
Ta006	106	tr2136
Ta006	107	tr1853
Ta006	108	tr1806
Ta006	109	tr1423
Ta006	110	tr0180
Ta006	111	tr1790
Ta006	112	tr2881
Ta006	113	tr1296
Ta006	114	tr2874
Ta006	115	tr1236
Ta006	116	tr0574
Ta006	117	tr1253
Ta006	118	tr2988
Ta006	119	tr2249
Ta006	120	tr0058
Ta006	121	tr0280
Ta006	122	tr2748
Ta006	123	tr0315
Ta006	124	tr0022
Ta006	125	tr1898
Ta006	126	tr0813
Ta007	001	tr1742
Ta007	002	tr2247
Ta007	003	tr1764
Ta007	004	tr1101
Ta007	005	tr1047
Ta007	006	tr1651
Ta007	007	tr0476
Ta007	008	tr1820
Ta007	009	tr0465
Ta007	010	tr0585
Ta007	011	tr2791
Ta007	012	tr1516
Ta007	013	tr1039
Ta007	014	tr2614
Ta007	015	tr1055
Ta007	016	tr0283
Ta007	017	tr0299
Ta007	018	tr0845
Ta007	019	tr0943
Ta007	020	tr1182
Ta007	021	tr0306
Ta007	022	tr2060
Ta007	023	tr1384
Ta007	024	tr0873
Ta007	025	tr0641
Ta007	026	tr1736
Ta007	027	tr0693
Ta007	028	tr1358
Ta007	029	tr2995
Ta007	030	tr0246
Ta007	031	tr2091
Ta007	032	tr0018
Ta007	033	tr2325
Ta007	034	tr1899
Ta007	035	tr1484
Ta007	036	tr0837
Ta007	037	tr1771
Ta007	038	tr0513
Ta007	039	tr0634
Ta007	040	tr2032
Ta007	041	tr1272
Ta007	042	tr0672
Ta007	043	tr2794
Ta007	044	tr0419
Ta007	045	tr1008
Ta007	046	tr0715
Ta007	047	tr1863
Ta007	048	tr0608
Ta007	049	tr2169
Ta007	050	tr0620
Ta007	051	tr1838
Ta007	052	tr1038
Ta007	053	tr0411
Ta007	054	tr2448
Ta007	055	tr3001
Ta007	056	tr1338
Ta007	057	tr1719
Ta007	058	tr0021
Ta007	059	tr0163
Ta007	060	tr1666
Ta007	061	tr1279
Ta007	062	tr2651
Ta007	063	tr1463
Ta007	064	tr2898
Ta007	065	tr1548
Ta007	066	tr0445
Ta007	067	tr2190
Ta007	068	tr0908
Ta007	069	tr1602
Ta007	070	tr0451
Ta007	071	tr2238
Ta007	072	tr2058
Ta007	073	tr2697
Ta007	074	tr1402
Ta007	075	tr2923
Ta007	076	tr0401
Ta007	077	tr1741
Ta007	078	tr2631
Ta007	079	tr0880
Ta007	080	tr0236
Ta007	081	tr0891
Ta007	082	tr1911
Ta007	083	tr2866
Ta007	084	tr2625
Ta007	085	tr1037
Ta007	086	tr1521
Ta007	087	tr0107
Ta007	088	tr0948
Ta007	089	tr0951
Ta007	090	tr0878
Ta007	091	tr1588
Ta007	092	tr2222
Ta007	093	tr2072
Ta007	094	tr1956
Ta007	095	tr0743
Ta007	096	tr1012
Ta007	097	tr2361
Ta007	098	tr1034
Ta007	099	tr0048
Ta007	100	tr1125
Ta007	101	tr2972
Ta007	102	tr0865
Ta007	103	tr0815
Ta007	104	tr0649
Ta007	105	tr1748
Ta007	106	tr1752
Ta007	107	tr1962
Ta007	108	tr0723
Ta007	109	tr1211
Ta007	110	tr0966
Ta007	111	tr0139
Ta007	112	tr3002
Ta007	113	tr2838
Ta007	114	tr1027
Ta007	115	tr0360
Ta007	116	tr0439
Ta007	117	tr2162
Ta007	118	tr2692
Ta007	119	tr1134
Ta007	120	tr0374
Ta007	121	tr1184
Ta007	122	tr2975
